bike_brand,bike_description,bike_km,bike_model,bike_size,bike_type,bike_year,price,reference,scrap_date,source,uniq_id,url,vendor_city,vendor_country,vendor_name,vendor_type
PIAGGIO,",Top case,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Prix hors frais d'immatriculation,,Top case,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Prix hors frais d'immatriculation",38418,MP3 LT 400,400,SCOOTER,2010,4200.0,WT140772,2021-06-05 15:50:09.532137,moto-occasion,moto-occasion-WT140772,http://moto-occasion.motorevue.com/motos/piaggio/mp3-lt-400/WT140772.html,TOURS,FRANCE,"GRAMMONT MOTOS, TOURS(37)",PROFESSIONNEL
SUZUKI,"Très jolie 600 GSXR SRAD parfait état révisé. Silencieux MIVV Reprise possible KTM,HONDA,YAMAHA,HARLEY,DUCATI,SUZUKI,KAWASAKI...,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Reprise possible,Transport possible,Garantie 3 mois,,,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Gravage possible,Livraison possible,Plus de photos sur demande,Reprise possible,Transport possible,Garantie 3 mois",48608,GSX-R 600,600,SPORTIVE,1999,3690.0,WT140933,2021-06-05 15:50:12.917155,moto-occasion,moto-occasion-WT140933,http://moto-occasion.motorevue.com/motos/suzuki/gsx-r-600/WT140933.html,ANNONAY,FRANCE,"NICOLAS MOTOS, ANNONAY(07)",PROFESSIONNEL
PIAGGIO,"Options : -Ligne Arrow ( non présente sur les photos )             - Top case avec son dosseret.,ABS,Anti-démarrage,Béquille centrale,Prise USB,Dosseret passager,Pare brise,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Plus de photos sur demande,Prix hors frais de préparation,Reprise possible,Aucun consommable à prévoir,Très bon état général,Disponible à l'essai,Garantie 3 mois,ABS,Anti-démarrage,Béquille centrale,Prise USB,Dosseret passager,Pare brise,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Gravage possible,Plus de photos sur demande,Prix hors frais de préparation,Reprise possible,Aucun consommable à prévoir,Très bon état général,Disponible à l'essai,Garantie 3 mois",21160,MP3 Sport 500,500,SCOOTER,2015,6200.0,WT131277,2021-06-05 15:50:14.078573,moto-occasion,moto-occasion-WT131277,http://moto-occasion.motorevue.com/motos/piaggio/mp3-sport-500/WT131277.html,TOURS,FRANCE,"GRAMMONT MOTOS, TOURS(37)",PROFESSIONNEL
YAMAHA,"AUVERGNE MOTOS VEND UNE TENERE 1200  DU 18/06/2020  OPTIONS : - TOP CASE  RÉVISÉE AUCUN FRAIS A PRÉVOIR  GARANTIE CONSTRUCTEUR CRÉDIT TOTAL OU PARTIEL POSSIBLE AUVERGNE MOTOS A VOTRE SERVICE AU 04 73 15 30 00,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,1ère main,Dépôt-vente,Garantie constructeur jusqu'au 18/06/2022,,,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,1ère main,Dépôt-vente,Garantie constructeur jusqu'au 18/06/2022",4582,XT Z Standard 1200,1200,TRAIL-SUPERMOTARD,2020,11499.0,WT139599,2021-06-05 15:50:16.254643,moto-occasion,moto-occasion-WT139599,http://moto-occasion.motorevue.com/motos/yamaha/xt-z-standard-1200/WT139599.html,AUBIERE,FRANCE,"AUVERGNE MOTOS, AUBIERE(63)",PROFESSIONNEL
KAWASAKI,"Très propre. Compatible avec le permis A2. Options : selle confort, bulle fumée, top case Givi avec son dosseret, pares carters. Révisée par nos soins. Reprise et financement possible.,,Compatible Permis A2,Disponible à l'essai,,,,Compatible Permis A2,Disponible à l'essai",25660,Versys ABS,650,TRAIL-SUPERMOTARD,2007,3990.0,WT140925,2021-06-05 15:50:18.751963,moto-occasion,moto-occasion-WT140925,http://moto-occasion.motorevue.com/motos/kawasaki/versys-abs/WT140925.html,ALES,FRANCE,"KAWA PASSION, ALES(30)",PROFESSIONNEL
BMW,"-ABS - POIGNÉES CHAUFFANTES - SELLE CHAUFFANTE - RÉGULATEUR DE VITESSE - ASC - RDC - ESA - TOP CASE 49L - PARE CYLINDRES - SYSTÈME AUDIO MP3 PACK SÉCURITÉ + PACK 3,ABS,Anti-patinage,Top case 2 casques,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Reprise possible,Transport possible,Pneu ar neuf,Pneu av neuf,Révision faite,Affaire à saisir,En parfait état,Disponible à l'essai,Garantie 12 mois,ABS,Anti-patinage,Top case 2 casques,Démarches administratives sur place,Essai sur rendez-vous,Financement & Assurance possibles ,Reprise possible,Transport possible,Pneu ar neuf,Pneu av neuf,Révision faite,Affaire à saisir,En parfait état,Disponible à l'essai,Garantie 12 mois",46847,R 1200 RT,1200,ROUTIÈRE,2012,10590.0,WT140848,2021-06-05 15:50:22.449144,moto-occasion,moto-occasion-WT140848,http://moto-occasion.motorevue.com/motos/bmw/r-1200-rt/WT140848.html,MERIGNAC,FRANCE,"LOUIT MOTO, MERIGNAC(33)",PROFESSIONNEL
HONDA,",,,,",15414,PAN EUROPEAN 1300,1300,ROUTIÈRE,2010,8900.0,WT140764,2021-06-05 15:50:24.425190,moto-occasion,moto-occasion-WT140764,http://moto-occasion.motorevue.com/motos/honda/pan-european-1300/WT140764.html,VALENCE,FRANCE,"CHAVE MOTOS, VALENCE(26)",PROFESSIONNEL
INDIAN,"INDIAN CHIEFTAIN DARKHORSE !  Véhicule révisé, entretien et consommables a jour, aucun frais a prévoir. Options : Ligne échappement Jekill & Mr Hyde, crash bar, protection de valises, porte paquet de valises, guidon ape hanger, selles personnalisée et kit chrome. Reprise et financement possibles. Livraison possible en France métropolitaine.,,,,",16222,Chieftain,1811,CUSTOM,2018,19999.0,WT140890,2021-06-05 15:50:28.038211,moto-occasion,moto-occasion-WT140890,http://moto-occasion.motorevue.com/motos/indian/chieftain/WT140890.html,LIMONEST,FRANCE,"LABEL OCCASION, LIMONEST(69)",PROFESSIONNEL
KTM,"ECHAPPEMENT AKRAPOVIC , TOP BLOCK , KIT DECO , PIECES RACING PARTS KTM , TOURTE MOTOS Le Spécialiste de la moto neuve et d'occasion dans les ARDENNES. 80 années de savoir faire Nous mettons notre expérience à votre service. Nous sommes à votre écoute, et nous vous apportons rapidité et efficacité dans tous les domaines, que ce soit suivi de votre commande, livraison et immatriculation.|CONTACT : Christian tel 03 24 33 77 46 mail christiantourtemotos@gmail.com|TOURTE MOTOS|03 RUE DES HAUTES CHAUSSEES|08000 CHARLEVILLE MEZIERES,47CV,ABS,Anti-démarrage,Compatible Permis A2,47CV,ABS,Anti-démarrage,,,Compatible Permis A2",8000,Duke 390,390,ROADSTER,2017,4290.0,WT140738,2021-06-05 15:50:31.180296,moto-occasion,moto-occasion-WT140738,http://moto-occasion.motorevue.com/motos/ktm/duke-390/WT140738.html,CHARLEVILLE MEZIERES,FRANCE,"TOURTE ET CIE, CHARLEVILLE MEZIERES(08)",PROFESSIONNEL
KAWASAKI,"A saisir superbe KAWASAKI VERSYS 650 GRAND TOURER DE 2019 Avec 5751 kms seulement. Moto Bridée A2 47,5cv Aucun frais à prévoir, Consommables et révisions sont à jour. Accessoires: - Top Case - Valises latérales. - Feux additionnels. - Support de GPS - Sliders de protection. - Protection de réservoir. - Protèges mains. Avec possibilité d'extension garantie constructeur jusqu'au 28/03/2023 Financement pour 133.26EUR/mois sur 48 mois avec un apport de 2277EUR, étude personnalisée sur demande (apport et durée variable),47CV,ABS,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 28/06/2021,47CV,ABS,,,1ère main,Compatible Permis A2,Garantie constructeur jusqu'au 28/06/2021",5751,Versys ABS,650,TRAIL-SUPERMOTARD,2019,7590.0,WT140756,2021-06-05 15:50:34.164688,moto-occasion,moto-occasion-WT140756,http://moto-occasion.motorevue.com/motos/kawasaki/versys-abs/WT140756.html,NIMES,FRANCE,"KAWA NIMES, NIMES(30)",PROFESSIONNEL
APRILIA,"APRILIA TUONO 125 cc Venez découvrir ce 125 plein de pep's (moteur 15ch) au châssis affuté. Excellente fiabilité pour cette concurrente des KTM Duke ou YAMAHA MT 125 ... Encore sous garantie constructeur.,,1ère main,Compatible Permis A2,Dépôt-vente,Disponible à l'essai,Garantie constructeur jusqu'au 09/10/2021,,,,1ère main,Compatible Permis A2,Dépôt-vente,Disponible à l'essai,Garantie constructeur jusqu'au 09/10/2021",125,Tuono,125,ROADSTER,2019,3699.0,WT140814,2021-06-05 15:50:37.412917,moto-occasion,moto-occasion-WT140814,http://moto-occasion.motorevue.com/motos/aprilia/tuono/WT140814.html,TOULOUSE,FRANCE,"HOT BIKES, TOULOUSE(31)",PROFESSIONNEL
YAMAHA,"Options :  Garantie 3 mois avec possibilité d'extension à 12 mois, 2e main, petit coup sur réservoir, sinon RAS, ligne complète ARROW, leviers de frein et embrayage repliables, bouchon remplissage huile, couvercle maitre cylindre av, bulle fumée, top case Yamaha, shifter up, régulateur vitesse, poignées chauffantes, tableau de bord TFT, TCS, ABS, support de plaque court, 4 clignotants led défilants, pièces d'origines disponibles LA MAISON DE LA MOTO - 06250 MOUGINS - FRANCE Tel :04.93.75.18.40 - email : info@maisondelamoto.fr Website: http://www.maisondelamoto.fr,,,,",8420,MT 09 Tracer,900,TRAIL-SUPERMOTARD,2019,12190.0,WT140917,2021-06-05 15:50:40.746342,moto-occasion,moto-occasion-WT140917,http://moto-occasion.motorevue.com/motos/yamaha/mt-09-tracer/WT140917.html,MOUGINS,FRANCE,"LA MAISON DE LA MOTO, MOUGINS(06)",PROFESSIONNEL
SUZUKI,",Dosseret passager,Extension de garantie possible,Financement & Assurance possibles ,Prix hors frais d'immatriculation,Pneu ar neuf,Pneu av neuf,Révision faite,Dépôt-vente,Garantie 3 mois,,Dosseret passager,Extension de garantie possible,Financement & Assurance possibles ,Prix hors frais d'immatriculation,Pneu ar neuf,Pneu av neuf,Révision faite,Dépôt-vente,Garantie 3 mois",16376,Burgman 125,125,SCOOTER,2009,1990.0,WT136102,2021-06-05 15:50:42.906304,moto-occasion,moto-occasion-WT136102,http://moto-occasion.motorevue.com/motos/suzuki/burgman-125/WT136102.html,COMPIEGNE,FRANCE,"WARM UP, COMPIEGNE(60)",PROFESSIONNEL
YAMAHA,"AUVERGNE MOTOS VEND UNE TRACER 900 DU 07/05/2015  OPTIONS : - POIGNEES CHAUFFANTES - SUSPENSIONS EMC - CLIGNO LEDS - ECHAPPEMENT AKRAPOVIC - SUPPORT VALISES - SELLE CONFORT - PROTECTION LATERALES RESERVOIR  RÉVISÉE AUCUN FRAIS A PRÉVOIR  GARANTIE 12 MOIS CRÉDIT TOTAL OU PARTIEL POSSIBLE AUVERGNE MOTOS A VOTRE SERVICE AU 04 73 15 30 00,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,1ère main,Garantie 12 mois,,,Financement possible,Gravage possible,Livraison possible,Prix hors frais d'immatriculation,1ère main,Garantie 12 mois",18400,MT-09 Tracer 850,847,ROUTIÈRE,2015,8690.0,WT140901,2021-06-05 15:50:46.829331,moto-occasion,moto-occasion-WT140901,http://moto-occasion.motorevue.com/motos/yamaha/mt-09-tracer-850/WT140901.html,AUBIERE,FRANCE,"AUVERGNE MOTOS, AUBIERE(63)",PROFESSIONNEL
BMW,"BMW F900 R noir du 19/06/2020 garantie constructeur jusqu'au 19/06/2022, moto actuellement sous contrat d'entretien BMW jusqu'au 18/06/2023 ou 30 000kms, Moto équipé du pack dynamic et du pack connected, équipé également du saut de vent et du capot de selle bmw. Elle à également une paire de protection de cadre, de levier de frein et embrayage réglable + protection de levier et d'un silencieux sc project carbone.,ABS,Anti-démarrage,Anti-patinage,Démarches administratives sur place,Financement & Assurance possibles ,Livraison possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Révision faite,A peu roulé,Affaire à saisir,En parfait état,Première main,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 19/06/2022,ABS,Anti-démarrage,Anti-patinage,,Démarches administratives sur place,Financement & Assurance possibles ,Livraison possible,Aucun consommable à prévoir,Dossier d'entretien complet,Double des clés ,Factures d'entretien,Manuel d'origine,Révision faite,A peu roulé,Affaire à saisir,En parfait état,Première main,1ère main,Disponible à l'essai,Garantie constructeur jusqu'au 19/06/2022",5885,F 800 R,900,ROADSTER,2020,9400.0,WT140802,2021-06-05 15:50:49.781013,moto-occasion,moto-occasion-WT140802,http://moto-occasion.motorevue.com/motos/bmw/f-800-r/WT140802.html,MONTLHERY,FRANCE,"TRIUMPH MONTLHERY, MONTLHERY(91)",PROFESSIONNEL
YAMAHA,"FZ8   DU 31/08/2011 39554KM GARANTIE 1 AN VALABLE DANS TOUTE LA FRANCE  GROSSE REVISION DES 40 000KM faite (soupape + bougies + filtre a air + synchro + liquide de frein + refroidissement + vidange filtre a huile) + pneus ok Rien à prévoir  OPTION: silencieux akrapovic + amortisseur ohlins + support de plaque + clignotants + slider  LIVRAISON DANS TOUTE LA FRANCE POUR 310EUR   financement reprise autre moto assurance nous consulter YAM66 Amandine 0683573912 Marco 0665961546 Jean Louis 0679497006 ÉQUIVALENT : MT09-MT09SP-MT10-MT07-MT-Z900-FZ8-FZ1-Z-YAMAMA-HONDA-SUZUKI-KAWASAKI-TRIUMPH-STREET TRIPLE-SPEED TRIPLE-XS-XSR-SCRAMBLEr,Amortisseurs Ohlins,Silencieux Akrapovic,Support de plaque,Double des clés ,Révision faite,Disponible à l'essai,Garantie 12 mois,,Amortisseurs Ohlins,Silencieux Akrapovic,Support de plaque,Double des clés ,Révision faite,Disponible à l'essai,Garantie 12 mois",39554,FZ8 800,800,ROADSTER,2011,3899.0,WT140740,2021-06-05 15:50:53.348425,moto-occasion,moto-occasion-WT140740,http://moto-occasion.motorevue.com/motos/yamaha/fz8/WT140740.html,PERPIGNAN,FRANCE,"LG MOTORCYCLE / YAM 66, PERPIGNAN(66)",PROFESSIONNEL
YAMAHA,"ETAT GENERAL CORRECT, HOUSSE DE SELLE DECHIREE MAIS POSSIBILITE DE REFAIRE CHEZ UN CORDONNIER. REVISION ET PNEUS OK. BUDGET TRES FAIBLE. CB REBEL CM INTRUDER MARAUDER VIRAGO KYMCO,,Garantie 3 mois,,,,Garantie 3 mois",17176,YBR 125,125,ROUTIÈRE,2005,1150.0,WT140798,2021-06-05 15:50:56.249367,moto-occasion,moto-occasion-WT140798,http://moto-occasion.motorevue.com/motos/yamaha/ybr-125/WT140798.html,WOIPPY,FRANCE,"MOTOMAX 57, WOIPPY(57)",PROFESSIONNEL
PIAGGIO,"REPRISE ET FINANCEMENT POSSIBLE - 4X SANS FRAIS POSSIBLE - LOA/LLD PARTICULIER/SOCIETE - envoi possible dans toute la France - POUR PLUS D'INFOS ET DE PHOTOS N'HESITEZ PAS A NOUS CONTACTER - DEMARCHE DE CARTE GRISE ET D'ASSURANCE SUR PLACE - (ESSAI SUR RDV),,Garantie 24 mois,,,,Garantie 24 mois",151,Liberty,50,SCOOTER,2021,2249.0,WT140898,2021-06-05 15:50:59.829669,moto-occasion,moto-occasion-WT140898,http://moto-occasion.motorevue.com/motos/piaggio/liberty/WT140898.html,PARIS 18,FRANCE,"CMA - PIAGGIO, PARIS 18(75)",PROFESSIONNEL
BMW,"ESA Dynamic - Préparation GPS - Echappement chromé - Poignées chauffantes - RDC - Régulateur de vitesse - Protège mains - ASC - Roues à rayons croisés - Top case,,1ère main,Disponible à l'essai,Garantie 3 mois,,,,1ère main,Disponible à l'essai,Garantie 3 mois",25259,R 1200 GS,1200,TRAIL-SUPERMOTARD,2015,12490.0,WT140702,2021-06-05 15:51:02.137452,moto-occasion,moto-occasion-WT140702,http://moto-occasion.motorevue.com/motos/bmw/r-1200-gs/WT140702.html,LA ROCHE SUR YON,FRANCE,"LE BRASSEUR - MOTO CENTER, LA ROCHE SUR YON(85)",PROFESSIONNEL
BMW,"ESA Dynamic Mode pilotage Pro Kit de surbaissement Poignées chauffantes Feux additionnels Led Clignotants Blancs Led Valises Alu Givi,,1ère main,Disponible à l'essai,Garantie 3 mois,,,,1ère main,Disponible à l'essai,Garantie 3 mois",36466,R 1200 GS,1200,TRAIL-SUPERMOTARD,2016,14000.0,WT138939,2021-06-05 15:51:03.359664,moto-occasion,moto-occasion-WT138939,http://moto-occasion.motorevue.com/motos/bmw/r-1200-gs/WT138939.html,LA ROCHE SUR YON,FRANCE,"LE BRASSEUR - MOTO CENTER, LA ROCHE SUR YON(85)",PROFESSIONNEL
APRILIA,"SEULEMENT 400 KMS! 1ERE MAIN POSSIBILITE DE BRIDAGE A2 +120EUR,,Garantie constructeur jusqu'au 05/03/2022,,,,Garantie constructeur jusqu'au 05/03/2022",400,RS,660,SPORTIVE,2021,10290.0,WT140943,2021-06-05 15:51:07.838342,moto-occasion,moto-occasion-WT140943,http://moto-occasion.motorevue.com/motos/aprilia/rs/WT140943.html,AUBENAS,FRANCE,"BONNETON 2 ROUES, AUBENAS(07)",PROFESSIONNEL
YAMAHA,",,Dépôt-vente,,,,Dépôt-vente",11544,YZF-R 125,125,SPORTIVE,2018,4200.0,WT140955,2021-06-05 15:51:10.302693,moto-occasion,moto-occasion-WT140955,http://moto-occasion.motorevue.com/motos/yamaha/yzf-r-125/WT140955.html,MERIGNAC,FRANCE,"FACTORY MOTO, MERIGNAC(33)",PROFESSIONNEL
YAMAHA,"Financement possible pour 131EUR/mois* sur 4 ans avec 1500EUR d'apport Garantie 1 AN avec assistance 0 km partout en France,ABS,Compatible Permis A2,Garantie 12 mois,ABS,,,Compatible Permis A2,Garantie 12 mois",11300,XP Tmax 500,500,SCOOTER,2011,6499.0,WT140838,2021-06-05 15:51:13.207985,moto-occasion,moto-occasion-WT140838,http://moto-occasion.motorevue.com/motos/yamaha/xp-tmax-500/WT140838.html,NIMES,FRANCE,"POLE 30 OCCASION, NIMES(30)",PROFESSIONNEL
KAWASAKI,"En option: Silencieux Akrapovic carbone, Bulle large fumée, Poignées chauffantes, Protège carters, Protection de réservoir, Capot de selle,  Support GPS, Kit Valises 2x28 litres avec Bagagerie de voyage.,ABS,Anti-démarrage,Shifter,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Livraison possible,Plus de photos sur demande,Aucun consommable à prévoir,Faible kilométrage,Première main,1ère main,Dépôt-vente,Disponible à l'essai,Garantie constructeur jusqu'au 21/04/2023,ABS,Anti-démarrage,Shifter,,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Financement & Assurance possibles ,Livraison possible,Plus de photos sur demande,Aucun consommable à prévoir,Faible kilométrage,Première main,1ère main,Dépôt-vente,Disponible à l'essai,Garantie constructeur jusqu'au 21/04/2023",331,Ninja,1000,ROUTIÈRE,2021,17600.0,WT140714,2021-06-05 15:51:16.049384,moto-occasion,moto-occasion-WT140714,http://moto-occasion.motorevue.com/motos/kawasaki/ninja/WT140714.html,MARSAC SUR L'ISLE,FRANCE,"CHALLENGE 24, MARSAC SUR L'ISLE(24)",PROFESSIONNEL
PIAGGIO,",Extension de garantie possible,Financement & Assurance possibles ,Dossier d'entretien complet,Garantie 3 mois,,,Extension de garantie possible,Financement & Assurance possibles ,Dossier d'entretien complet,Garantie 3 mois",6369,MP3 500 LT,500,SCOOTER,2019,6500.0,WT140856,2021-06-05 15:51:19.355366,moto-occasion,moto-occasion-WT140856,http://moto-occasion.motorevue.com/motos/piaggio/mp3-500-lt/WT140856.html,PARIS 10,FRANCE,"SCOOTER CENTERS, PARIS 10(75)",PROFESSIONNEL
BMW,"MOTARD CENTER  CONCESSIONNAIRE : KAWASAKI SUZUKI KTM  HONDA MASH PEUGEOT PIAGGIO  Option peinture 719 black storm metallic. Option pack club sport 719. extension garantie 3 ans + 1 ans. clignotants led. poignées chauffantes.  collecteur chrome. selle banquette noir.  Possibilité de reprise, Financement, Assurances, Livraison partout en France,  Vente d'accessoires motos et motards, pièces détachées MOTO AXXE,  Pour une reprise, nous faire parvenir des photos récentes ainsi que le descriptif de la moto, a l'adresse mail : latitudemoto@orange,fr  (modèle, année, kilométrage, options, état des pneus, plaquettes, kit chaîne, révision,,,)   MOTARD CENTER 42 AV Pierre Mendes France 22950 TREQUEUX Tél : 0296604390  Mail : latitudemoto@orange,fr,Série spéciale,1ère main,Garantie constructeur jusqu'au 01/07/2024,Série spéciale,,,1ère main,Garantie constructeur jusqu'au 01/07/2024",2372,R nineT,1200,CUSTOM,2020,14500.0,WT132065,2021-06-05 15:51:21.518146,moto-occasion,moto-occasion-WT132065,http://moto-occasion.motorevue.com/motos/bmw/r-ninet/WT132065.html,TREGUEUX,FRANCE,"MOTARD CENTER, TREGUEUX(22)",PROFESSIONNEL
YAMAHA,"KING MOTO MARSEILLE vous propose la moto YAMAHA TDM 900.  La TDM impose avec un fort gabarit, digne d'un trail 1000 cm3. Le design est sobre et unique, alliant bio et lignes tendues. Avec ses deux optiques frontales, la TDM évoque la chouette. Les coloris sont de bon goût avec un bleu gris du plus bel effet. Au final, elle allie tradition et modernisme pour une ligne globale qui défie le temps.  Afin de faciliter votre achat KING MOTO vous propose de nombreux services : le financement de 12 à 60 mois, n'hésitez pas à venir demander votre simulation, KING MOTO vous propose aussi l'assurance avec nos partenaires FMA et AMV.,,Garantie 3 mois,,,,Garantie 3 mois",66700,TDM,900,TRAIL-SUPERMOTARD,2002,2690.0,WT140832,2021-06-05 15:51:24.301061,moto-occasion,moto-occasion-WT140832,http://moto-occasion.motorevue.com/motos/yamaha/tdm/WT140832.html,MARSEILLE 15,FRANCE,"KING MOTO, MARSEILLE 15(13)",PROFESSIONNEL
YAMAHA,"XSR 900  DU 23/08/2018 GARANTIE 3 MOIS   LA VIDANGE INTERMEDIAIRE SERA FAITE POUR LA VENTE   OPTION: SAUTE VENT + CLIGNOTANTS + GRILLE RADIATEUR + SLIDER + SELLE CONFORT ABARTH +PROTECTION CARTER  LIVRAISON DANS TOUTE LA FRANCE POUR 310EUR   financement reprise autre moto assurance nous consulter YAM66 Amandine 0683573912 Marco 0665961546 Jean Louis 0679497006 ÉQUIVALENT : MT09-MT09SP-MT10-MT07-MT-Z900-FZ8-FZ1-Z-YAMAMA-HONDA-SUZUKI-KAWASAKI-TRIUMPH-STREET TRIPLE-SPEED TRIPLE-XS-XSR-SCRAMBLER,ABS,Anti-démarrage,Anti-patinage,Clignotants,Grille de radiateur,Patins de protection,Saute vent,Selle confort,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Reprise possible,Transport possible,Aucun consommable à prévoir,Double des clés ,En parfait état,Garantie 3 mois,ABS,Anti-démarrage,Anti-patinage,Clignotants,Grille de radiateur,Patins de protection,Saute vent,Selle confort,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Financement possible,Reprise possible,Transport possible,Aucun consommable à prévoir,Double des clés ,En parfait état,Garantie 3 mois",14500,XSR 900,850,ROADSTER,2018,8199.0,WT139704,2021-06-05 15:51:25.457557,moto-occasion,moto-occasion-WT139704,http://moto-occasion.motorevue.com/motos/yamaha/xsr-900/WT139704.html,PERPIGNAN,FRANCE,"LG MOTORCYCLE / YAM 66, PERPIGNAN(66)",PROFESSIONNEL
PIAGGIO,",Top case,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Prix hors frais d'immatriculation,Reprise possible,Disponible à l'essai,,Top case,Assurance sur place,Démarches administratives sur place,Essai sur rendez-vous,Extension de garantie possible,Prix hors frais d'immatriculation,Reprise possible,Disponible à l'essai",20565,MP3 LT 300,300,SCOOTER,2015,3500.0,WT140770,2021-06-05 15:51:28.550740,moto-occasion,moto-occasion-WT140770,http://moto-occasion.motorevue.com/motos/piaggio/mp3-lt-300/WT140770.html,TOURS,FRANCE,"GRAMMONT MOTOS, TOURS(37)",PROFESSIONNEL
MASH,",,Compatible Permis A2,Garantie 6 mois,,,,Compatible Permis A2,Garantie 6 mois",9250,Five Hundred,400,ROADSTER,2019,2990.0,WT140884,2021-06-05 15:51:31.219793,moto-occasion,moto-occasion-WT140884,http://moto-occasion.motorevue.com/motos/mash/five-hundred/WT140884.html,CHAMPNIERS,FRANCE,"JM MOTO PASSION, CHAMPNIERS(16)",PROFESSIONNEL
HONDA,"MODELE 2021 AVEC TRANSPONDEUR LIVRABLE 23/06/2021,ABS,Peinture mat ,Assurance sur place,Démarches administratives sur place,Financement & Assurance possibles ,Financement possible,Gravage possible,Prix hors frais d'immatriculation,Reprise possible,Assistance routière,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Trousse à outil,Entièrement d'origine,Etat exceptionnel,Faible kilométrage,Première main,1ère main,Garantie constructeur jusqu'au 23/02/2026,ABS,Peinture mat,,Assurance sur place,Démarches administratives sur place,Financement & Assurance possibles ,Financement possible,Gravage possible,Prix hors frais d'immatriculation,Reprise possible,Assistance routière,Aucun consommable à prévoir,Double des clés ,Manuel d'origine,Trousse à outil,Entièrement d'origine,Etat exceptionnel,Faible kilométrage,Première main,1ère main,Garantie constructeur jusqu'au 23/02/2026",291,PCX 125,125,SCOOTER,2021,2899.0,WT140931,2021-06-05 15:51:33.705880,moto-occasion,moto-occasion-WT140931,http://moto-occasion.motorevue.com/motos/honda/pcx-125/WT140931.html,PARIS 11,FRANCE,"MOTO BASTILLE, PARIS 11(75)",PROFESSIONNEL
HONDA,"Démarches administratives sur place, Financement & Assurance possibles , Transport possible. PAS DE REPRISES,Clignotants Led,Échappement homologué,Lèche-roue,Passage de roue,Sabot moteur,Selle confort,Support de plaque,Démarches administratives sur place,Financement & Assurance possibles ,Affaire à saisir,Véhicule en dépôt vente,Dépôt-vente,,Clignotants Led,Échappement homologué,Lèche-roue,Passage de roue,Sabot moteur,Selle confort,Support de plaque,Démarches administratives sur place,Financement & Assurance possibles ,Affaire à saisir,Véhicule en dépôt vente,Dépôt-vente",21151,CB 1000 R,1000,ROADSTER,2008,6590.0,WT140927,2021-06-05 15:51:37.202861,moto-occasion,moto-occasion-WT140927,http://moto-occasion.motorevue.com/motos/honda/cb-1000-r/WT140927.html,MERIGNAC,FRANCE,"LOUIT MOTO, MERIGNAC(33)",PROFESSIONNEL
YAMAHA,"Véhicule dans un bel état immatriculé le 07/11/2019. Garantie constructeur jusqu'en novembre 2021.  Manuel du propriétaire et carnet d'entretien disponible.    Possibilité de financement, reprise et livraison dans toute la France. Visible en concession: YAMAHA AUDEMAR 1 Place Noël Blache 83000 Toulon Pour plus de renseignements, n'hésitez pas à nous contacter au 04.94.18.93.30 Demandez Sébastien, Adrien ou Pierre.,,Garantie constructeur jusqu'au 07/11/2021,,,,Garantie constructeur jusqu'au 07/11/2021",4600,MT-125,125,ROADSTER,2019,4190.0,WT140949,2021-06-05 15:51:38.650078,moto-occasion,moto-occasion-WT140949,http://moto-occasion.motorevue.com/motos/yamaha/mt-125/WT140949.html,TOULON,FRANCE,"AUDEMAR, TOULON(83)",PROFESSIONNEL
HONDA,"HONDA CBF 1000 ABS !  Véhicule révisé, entretien et consommables a jour, aucun frais a prévoir. Options : Valises, top case, bas de carénage, tampon de protection LSL, selle confort, lèche roue et échappement Leo Vince. Reprise et financement possibles. Livraison possible en France métropolitaine.,,,,",40936,CBF 1000,1000,ROADSTER,2010,5450.0,WT140892,2021-06-05 15:51:42.482137,moto-occasion,moto-occasion-WT140892,http://moto-occasion.motorevue.com/motos/honda/cbf-1000/WT140892.html,LIMONEST,FRANCE,"LABEL OCCASION, LIMONEST(69)",PROFESSIONNEL
